validScientificName,family.ORIG,order,superOrder,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Aceras anthropophorum,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,41.33,0,58.67,CR,1,Aceras anthropophorum (L.) W.T. Aiton,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,15,2,wfo-0000258929,urn:lsid:ipni.org:names:648363-1,142231,Orchis anthropophora,species,wfo-4000027038,All.,Orchidaceae,"","",,Orchis,"",anthropophora,"",species,Valid,Fl. Pedem. 2: 148 (1785),Accepted,"",wfo-0000257396,,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) All. to All., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-142231 >The Plant List v.1.1.</a>",http://www.theplantlist.org/tpl1.1/record/kew-142231,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-142231,"",TRUE,Synonym,wfo-0001088120,Aceras anthropophorum
Aceras anthropophorum,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,41.33,0,58.67,CR,1,Aceras anthropophorum (L.) W.T. Aiton,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,15,3,wfo-0000258929,urn:lsid:ipni.org:names:648363-1,142231,Orchis anthropophora,species,wfo-4000027038,All.,Orchidaceae,"","",,Orchis,"",anthropophora,"",species,Valid,Fl. Pedem. 2: 148 (1785),Accepted,"",wfo-0000257396,,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) All. to All., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-142231 >The Plant List v.1.1.</a>",http://www.theplantlist.org/tpl1.1/record/kew-142231,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-142231,"",TRUE,Synonym,wfo-0001088637,Aceras anthropophorum
Achillea atrata L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,10.13,25.27,64.6,R/SR,1,Achillea atrata L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,16,1,wfo-0000050276,urn:lsid:ipni.org:names:173829-1,GCC-D85CCF00-C5F2-417A-A066-1B919EF58D9A,Achillea atrata,species,wfo-4000000214,L.,Asteraceae,"","",,Achillea,"",atrata,"",species,Valid,Sp. Pl. : 899 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 899. 1753 [1 May 1753]  to Sp. Pl. : 899 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-14",http://www.theplantlist.org/tpl1.1/record/gcc-14881,The Asteraceaae TEN,A,gcc-14881,"",TRUE,Synonym,wfo-0000052508,Achillea atrata var. atrata
Achillea cartilaginea Ledeb.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,23.48,26.19,50.33,R/CSR,1,Achillea cartilaginea Ledeb.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,17,1,wfo-0000006302,urn:lsid:ipni.org:names:173876-1,GCC-91E9B2B9-60E4-4AE5-A8DE-A6F83B59E945,Achillea cartilaginea,species,"",Sennen,Asteraceae,"","",,Achillea,"",cartilaginea,"",species,"","Bull. Soc. Bot. France 74: 376, nomen. 1927",Unchecked,"","",,"Source in seed data: gcc Updated namePublishedIn from Bull. Soc. Bot. France 74: 376, nomen 1927  to Bull. Soc. Bot. France 74: 376, nomen. 1927 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a",http://www.theplantlist.org/tpl1.1/record/gcc-106074,The Asteraceaae TEN,A,gcc-106074,"",FALSE,"","",""
Achillea cartilaginea Ledeb.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,23.48,26.19,50.33,R/CSR,1,Achillea cartilaginea Ledeb.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,17,2,wfo-0000047883,urn:lsid:ipni.org:names:77179557-1,GCC-88F2F16C-0839-43F3-B75A-170194790377,Achillea salicifolia  subsp. salicifolia,subspecies,wfo-0000035045,"",Asteraceae,"","",,Achillea,"",salicifolia,salicifolia,subspecies,Valid,"",Accepted,"","",,Source in seed data: gcc More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-146359 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-146359 >The Plant List v.1.0</a>,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77179557-1,The Asteraceaae TEN,A,gcc-146359,"",TRUE,Synonym,wfo-0000046212,Achillea cartilaginea
Achillea cartilaginea Ledeb.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,23.48,26.19,50.33,R/CSR,1,Achillea cartilaginea Ledeb.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,17,3,wfo-0000086688,urn:lsid:ipni.org:names:173875-1,GCC-0E2D0F7F-AA93-4A60-91BF-4FC6575FA8B4,Achillea cartilaginea,species,"",Ledeb.,Asteraceae,"","",,Achillea,"",cartilaginea,"",species,"",Ind. Dorp. ex Boiss. Fl. Orient. 3: 274.,Unchecked,"","",,"Source in seed data: gcc Updated namepublishedin from Unknown iii. 274.  to Ind. Dorp. ex Boiss. Fl. Orient. 3: 274. , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:173875-1,The Asteraceaae TEN,A,gcc-43071,"",FALSE,"","",""
Achillea clavenae L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,48.55,0,51.45,CR,1,Achillea clavenae L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,12,18,1,wfo-0000005461,urn:lsid:ipni.org:names:173892-1,GCC-D8A0CD51-7712-4364-9926-A538069E64EC,Achillea clavennae,species,wfo-4000000214,L.,Asteraceae,"","",,Achillea,"",clavennae,"",species,Valid,Sp. Pl. : 898 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Species Plantarum 898 1753  to Sp. Pl. : 898 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-105259 >T",http://www.theplantlist.org/tpl1.1/record/gcc-105259,The Asteraceaae TEN,A,gcc-105259,"",TRUE,Synonym,wfo-0000057051,Achillea clavennae f. clavennae
Achillea collina,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,41.02,15.79,43.19,CR/CSR,1,Achillea collina (Becker ex Rchb. f.) Heimerl,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,19,1,wfo-0000070589,urn:lsid:ipni.org:names:60477838-2,GCC-51BC773E-6287-4E76-B382-32AB5F684695,Achillea collina,species,wfo-4000000214,(Becker ex Rchb.f.) Heimerl,Asteraceae,"","",,Achillea,"",collina,"",species,Valid,Sched. Fl. Exs. Austro-Hung. [Kerner] 3: 116. 1883,Accepted,"",wfo-0000108357,,Source in seed data: gcc More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-27395 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-27395 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/gcc-27395,The Asteraceaae TEN,A,gcc-27395,"",TRUE,Synonym,wfo-0000008845,Achillea collina
Achillea collina,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,41.02,15.79,43.19,CR/CSR,1,Achillea collina (Becker ex Rchb. f.) Heimerl,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,19,2,wfo-0000009871,urn:lsid:ipni.org:names:174265-1,GCC-A5B7B985-F9D2-4E9B-9E07-AEF148C6C51E,Achillea setacea,species,wfo-4000000214,Waldst. & Kit.,Asteraceae,"","",,Achillea,"",setacea,"",species,Valid,Descr. Icon. Pl. Hung. 1: 82 (1802),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Descr. Icon. Pl. Hung. 1: 82, t. 80. 1802 [1799-1802]  to Descr. Icon. Pl. Hung. 1: 82 (1802), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.th",http://www.theplantlist.org/tpl1.1/record/gcc-109561,The Asteraceaae TEN,A,gcc-109561,"",TRUE,Synonym,wfo-0000024249,Achillea collina
Achillea collina,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,41.02,15.79,43.19,CR/CSR,1,Achillea collina (Becker ex Rchb. f.) Heimerl,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,19,3,wfo-0000042097,urn:lsid:ipni.org:names:2294-2,GCC-40160FE1-53D5-4C15-9595-F5B87A104673,Achillea millefolium,species,wfo-4000000214,L.,Asteraceae,"","",,Achillea,"",millefolium,"",species,Valid,Sp. Pl. : 899 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2 899 1753  to Sp. Pl. : 899 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-140712 >The Plant",http://www.theplantlist.org/tpl1.1/record/gcc-140712,The Asteraceaae TEN,A,gcc-140712,"",TRUE,Synonym,wfo-0000029751,Achillea collina
Achillea collina,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,41.02,15.79,43.19,CR/CSR,1,Achillea collina (Becker ex Rchb. f.) Heimerl,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,19,4,wfo-0000070589,urn:lsid:ipni.org:names:60477838-2,GCC-51BC773E-6287-4E76-B382-32AB5F684695,Achillea collina,species,wfo-4000000214,(Becker ex Rchb.f.) Heimerl,Asteraceae,"","",,Achillea,"",collina,"",species,Valid,Sched. Fl. Exs. Austro-Hung. [Kerner] 3: 116. 1883,Accepted,"",wfo-0000108357,,Source in seed data: gcc More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-27395 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-27395 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/gcc-27395,The Asteraceaae TEN,A,gcc-27395,"",FALSE,"","",""
Achillea macrophylla L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,64.71,0,35.29,C/CR,1,Achillea macrophylla L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,20,1,wfo-0000071861,urn:lsid:ipni.org:names:174087-1,GCC-27C4CA3A-D62B-4C8B-B101-34E5D6824775,Achillea macrophylla,species,wfo-4000000214,L.,Asteraceae,"","",,Achillea,"",macrophylla,"",species,Valid,Sp. Pl. : 898 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 898. 1753 [1 May 1753]  to Sp. Pl. : 898 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-28",http://www.theplantlist.org/tpl1.1/record/gcc-28621,The Asteraceaae TEN,A,gcc-28621,"",FALSE,"","",""
Achillea millefolium L.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,22.02,58.81,19.18,S/CSR,1,Achillea millefolium L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,21,1,wfo-0000042097,urn:lsid:ipni.org:names:2294-2,GCC-40160FE1-53D5-4C15-9595-F5B87A104673,Achillea millefolium,species,wfo-4000000214,L.,Asteraceae,"","",,Achillea,"",millefolium,"",species,Valid,Sp. Pl. : 899 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2 899 1753  to Sp. Pl. : 899 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-140712 >The Plant",http://www.theplantlist.org/tpl1.1/record/gcc-140712,The Asteraceaae TEN,A,gcc-140712,"",FALSE,"","",""
Achillea moschata Wulfen,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,5.8,58.94,35.26,SR,1,Achillea moschata Wulfen,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,22,1,wfo-0000066557,urn:lsid:ipni.org:names:876363-1,GCC-398ABF4D-604F-43A2-A523-2B646FAE713B,Achillea erba-rotta  subsp. moschata,subspecies,wfo-0000095159,(Wulfen) I.Richardson,Asteraceae,"","",,Achillea,"",erba-rotta,moschata,subspecies,Valid,Bot. J. Linn. Soc. 71(4): 271 (1976),Accepted,"",wfo-0000020531,,"Source in seed data: gcc Update namepublishedIn from Bot. J. Linn. Soc. 71(4): 271. 1976 [dt. 1975; publ. 1976]  to Bot. J. Linn. Soc. 71(4): 271 (1976), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://",http://www.theplantlist.org/tpl1.1/record/gcc-23438,The Asteraceaae TEN,A,gcc-23438,"",TRUE,Synonym,wfo-0000003340,Achillea moschata
Achillea moschata Wulfen,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,5.8,58.94,35.26,SR,1,Achillea moschata Wulfen,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,22,2,wfo-0000066557,urn:lsid:ipni.org:names:876363-1,GCC-398ABF4D-604F-43A2-A523-2B646FAE713B,Achillea erba-rotta  subsp. moschata,subspecies,wfo-0000095159,(Wulfen) I.Richardson,Asteraceae,"","",,Achillea,"",erba-rotta,moschata,subspecies,Valid,Bot. J. Linn. Soc. 71(4): 271 (1976),Accepted,"",wfo-0000020531,,"Source in seed data: gcc Update namepublishedIn from Bot. J. Linn. Soc. 71(4): 271. 1976 [dt. 1975; publ. 1976]  to Bot. J. Linn. Soc. 71(4): 271 (1976), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://",http://www.theplantlist.org/tpl1.1/record/gcc-23438,The Asteraceaae TEN,A,gcc-23438,"",TRUE,Synonym,wfo-0000020531,Achillea moschata
Achillea pannonica Scheele,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,23.79,76.21,0,S/CS,1,Achillea pannonica Scheele,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,23,1,wfo-0000123783,urn:lsid:ipni.org:names:174167-1,GCC-F4C56245-542B-4A2F-ADF4-778386122FAA,Achillea pannonica,species,wfo-4000000214,Scheele,Asteraceae,"","",,Achillea,"",pannonica,"",species,Valid,Linnaea 18: 471 (1845),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Linnaea 18(4): 471. 1845 [Jun 1845]  to Linnaea 18: 471 (1845), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gc",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:174167-1,The Asteraceaae TEN,A,gcc-84914,"",FALSE,"","",""
Achillea roseo-alba Ehrend.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,36.2,14.11,49.69,CR/CSR,1,Achillea roseo-alba Ehrend.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,24,1,wfo-0000031610,urn:lsid:ipni.org:names:174221-1,GCC-CD1C514F-86A5-4396-A7FD-DED96667D908,Achillea roseo-alba,species,wfo-4000000214,Ehrend.,Asteraceae,"","",,Achillea,"",roseo-alba,"",species,Valid,Oesterr. Bot. Z. 106: 368 (1959),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from 368 1959  to Oesterr. Bot. Z. 106: 368 (1959), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-130562 >The Pla",http://www.theplantlist.org/tpl1.1/record/gcc-130562,The Asteraceaae TEN,A,gcc-130562,"",FALSE,"","",""
Achnatherum calamagrostis,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,43.37,40.86,15.77,CS/CSR,1,Achnatherum calamagrostis (L.) P. Beauv.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,25,1,wfo-0000841262,urn:lsid:ipni.org:names:384423-1,387255,Achnatherum calamagrostis,species,wfo-4000000227,P.Beauv.,Poaceae,"","",,Achnatherum,"",calamagrostis,"",species,Valid,Ess. Agrostogr. : 19 (1812),Accepted,"","",,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) P.Beauv. to P.Beauv., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-387255 >The Plant List v.",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:384423-1,The Poaceae TEN,A,kew-387255,"",FALSE,"","",""
Acinos arvensis,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,2.87,50.89,46.23,SR,1,Acinos arvensis (Lam.) Dandy,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,26,1,wfo-0000890516,urn:lsid:ipni.org:names:445709-1,43426,Clinopodium acinos,species,wfo-4000008626,Kuntze,Lamiaceae,"","",,Clinopodium,"",acinos,"",species,Valid,Revis. Gen. Pl. 2: 513 (1891),Accepted,"",wfo-0000323618,,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Kuntze to Kuntze, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-43426 >The Plant List v.1.1.<",http://www.theplantlist.org/tpl1.1/record/kew-43426,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-43426,"",TRUE,Synonym,wfo-0000320080,Acinos arvensis
Aconitum lycoctonum L.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,74.03,0,25.97,C/CR,1,Aconitum lycoctonum L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,27,1,wfo-0000517589,urn:lsid:ipni.org:names:707564-1,751394,Aconitum lycoctonum,species,wfo-4000000341,L.,Ranunculaceae,"","",,Aconitum,"",lycoctonum,"",species,Valid,Sp. Pl. : 532 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 532. 1753 [1 May 1753]  to Sp. Pl. : 532 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26",http://www.theplantlist.org/tpl1.1/record/kew-2619019,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2619019,"",FALSE,"","",""
Aconitum lycoctonum L.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,74.03,0,25.97,C/CR,1,Aconitum lycoctonum L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,27,2,wfo-0000517812,urn:lsid:ipni.org:names:707662-1,751644,Aconitum orientale,species,wfo-4000000341,Mill.,Ranunculaceae,"","",,Aconitum,"",orientale,"",species,Valid,Gard. Dict. ed. 8 : n.º 10 (1768),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Gard. Dict., ed. 8. n. 10. 1768 [16 Apr 1768]  to Gard. Dict. ed. 8 : n.º 10 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis",http://www.theplantlist.org/tpl1.1/record/kew-2619270,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2619270,"",TRUE,Synonym,wfo-0000517591,Aconitum lycoctonum
Aconitum napellus L.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,66.9,3.8,29.3,C/CR,1,Aconitum napellus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,28,1,wfo-0000517247,urn:lsid:ipni.org:names:707355-1,751075,Aconitum firmum,species,wfo-4000000341,Rchb.,Ranunculaceae,"","",,Aconitum,"",firmum,"",species,Valid,Uebers. Aconitum : 20 (1819),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Uebers. Aconitum 20. 1819 [28 Mar 1819]  to Uebers. Aconitum : 20 (1819), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1",http://www.theplantlist.org/tpl1.1/record/kew-2618699,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2618699,"",TRUE,Synonym,wfo-0000517691,Aconitum napellus f. abnorme
Aconitum napellus L.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,66.9,3.8,29.3,C/CR,1,Aconitum napellus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,28,2,wfo-0000517718,urn:lsid:ipni.org:names:965466-1,751539,Aconitum napellus  subsp. lobelii,subspecies,wfo-0000517688,Mucher,Ranunculaceae,"","",,Aconitum,"",napellus,lobelii,subspecies,Valid,Phyton (Horn) 31: 130 (1991),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Phyton (Horn) 31(1): 130. 1991  to Phyton (Horn) 31: 130 (1991), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k",http://www.theplantlist.org/tpl1.1/record/kew-2619165,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2619165,"",TRUE,Synonym,wfo-0000517693,Aconitum napellus f. albidum
Aconitum napellus L.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,66.9,3.8,29.3,C/CR,1,Aconitum napellus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,28,3,wfo-0000517141,urn:lsid:ipni.org:names:77062910-1,750971,Aconitum × czarnohorense,species,wfo-4000000341,(Zapał.) Mitka,Ranunculaceae,"","",,Aconitum,"",czarnohorense,"",species,Valid,Gen. Aconitum Poland : 77 (2003),Accepted,"",wfo-0000517704,,"Source in seed data: cmp Updated scientificnameAuthorship from (Zapal.) Mitka to (Zapał.) Mitka, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2618595 >The Plan",http://www.theplantlist.org/tpl1.1/record/kew-2618595,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2618595,×,TRUE,Synonym,wfo-0000517694,Aconitum napellus f. amoenum
Aconitum napellus L.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,66.9,3.8,29.3,C/CR,1,Aconitum napellus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,28,4,wfo-0000517684,urn:lsid:ipni.org:names:707611-1,751481,Aconitum × nanum,species,wfo-4000000341,(Baumg.) Simonk.,Ranunculaceae,"","",,Aconitum,"",nanum,"",species,Valid,Enum. Fl. Transsilv. : 64 (1887),Accepted,"",wfo-0000517721,,"Source in seed data: cmp Update namepublishedIn from Enum. Fl. Transsilv. 64 1887  to Enum. Fl. Transsilv. : 64 (1887), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707611-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2619107,×,TRUE,Synonym,wfo-0000517721,Aconitum napellus var. nanum
Aconitum napellus L.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,66.9,3.8,29.3,C/CR,1,Aconitum napellus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,28,5,wfo-0000517898,urn:lsid:ipni.org:names:707704-1,751729,Aconitum plicatum,species,wfo-4000000341,Koehler ex Rchb.,Ranunculaceae,"","",,Aconitum,"",plicatum,"",species,Valid,Uebers. Aconitum : 29 (1819),Accepted,"","",,"Source in seed data: cmp Updated scientificnameAuthorship from Köhler ex Rchb. to Koehler ex Rchb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2619355 >The P",http://www.theplantlist.org/tpl1.1/record/kew-2619355,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2619355,"",TRUE,Synonym,wfo-0000736733,Aconitum napellus var. laxum
Aconitum nasutum Fisch. ex Rchb.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,47.28,9.32,43.41,CR,1,Aconitum nasutum Fisch. ex Rchb.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,16,29,1,wfo-0000517751,urn:lsid:ipni.org:names:77069474-1,751587,Aconitum nasutum,species,wfo-4000000341,Rchb.,Ranunculaceae,"","",,Aconitum,"",nasutum,"",species,Valid,Ill. Sp. Acon. Gen. : t. IX (1823),Accepted,"","",,"Source in seed data: cmp Updated scientificnameAuthorship from Fisch. ex Rchb. to Rchb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2619213 >The Plant List v.",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77069474-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2619213,"",FALSE,"","",""
Aconitum nasutum Fisch. ex Rchb.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,perennial,forb,47.28,9.32,43.41,CR,1,Aconitum nasutum Fisch. ex Rchb.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,16,29,2,wfo-0000517258,urn:lsid:ipni.org:names:707356-1,751086,Aconitum fischeri,species,wfo-4000000341,Rchb.,Ranunculaceae,"","",,Aconitum,"",fischeri,"",species,Valid,Monogr. Acon. : 22 (1820),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Monog. Acon. t. 22.  to Monogr. Acon. : 22 (1820), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2618710 >Th",http://www.theplantlist.org/tpl1.1/record/kew-2618710,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2618710,"",TRUE,Synonym,wfo-0000517752,Aconitum nasutum
