species,author,popularNameNO,establishmentClass,alienStatus,riskCategory,validScientificName,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason
Achatina fulica,(Bowdich 1822),"",A,Dørstokkart,LO,Achatina fulica,Achatina fulica (Bowdich 1822),FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,13,32,1,wfo-0001287710,"",9840b443-ef55-4bf6-9d50-0917318bb7fa,Lobivia pentlandii,species,wfo-4000022042,(Hook.) Britton & Rose,Cactaceae,"","",,Lobivia,"",pentlandii,"",species,Valid,Cactaceae 3: 54. 1922.,Accepted,"","",,"Source in seed data: Caryophyllales.org Update name from Caryophyllales - cactaceae, information provided by Walter B. on email Jul. 01, 2021",http://caryophyllales.org/cactaceae/cdm_dataportal/name/9840b443-ef55-4bf6-9d50-0917318bb7fa,The Caryophyllales Taxonomic Expert Network,A,tro-5101576,"",TRUE,Synonym,wfo-0001288572,Echinopsis achatina,""
Achillea crithmifolia,Waldst. & Kit.,"",A,Dørstokkart,NK,Achillea crithmifolia Waldst. & Kit.,Achillea crithmifolia Waldst. & Kit.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,15,33,2,wfo-0000126556,urn:lsid:ipni.org:names:173918-1,GCC-A9371D00-EF31-40FF-BA38-7D988DD5E593,Achillea crithmifolia,species,wfo-4000000214,Waldst. & Kit.,Asteraceae,"","",,Achillea,"",crithmifolia,"",species,Valid,"Descr. Icon. Pl. Hung. 1: 68, t. 66 (1799-1802)",Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Descr. Icon. Pl. Hung. 1: 68, t. 66. [1799-1802]  to Descr. Icon. Pl. Hung. 1: 68, t. 66 (1799-1802), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:/",http://www.theplantlist.org/tpl1.1/record/gcc-87582,The Asteraceaae TEN,A,gcc-87582,"",FALSE,"","","",Not a synonym
Achillea millefolium,L.,ryllik,D1,Selvstendig reproduserende,LO,Achillea millefolium L.,Achillea millefolium L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,34,1,wfo-0000042097,urn:lsid:ipni.org:names:2294-2,GCC-40160FE1-53D5-4C15-9595-F5B87A104673,Achillea millefolium,species,wfo-4000000214,L.,Asteraceae,"","",,Achillea,"",millefolium,"",species,Valid,Sp. Pl. : 899 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2 899 1753  to Sp. Pl. : 899 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-140712 >The Plant",http://www.theplantlist.org/tpl1.1/record/gcc-140712,The Asteraceaae TEN,A,gcc-140712,"",FALSE,"","","",""
Achillea nobilis,L.,engryllik,C3,Selvstendig reproduserende,HI,Achillea nobilis L.,Achillea nobilis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,35,1,wfo-0000092435,urn:lsid:ipni.org:names:2332-2,GCC-C757D4E2-E96E-40D3-A4C2-5A3039CAE062,Achillea nobilis,species,wfo-4000000214,L.,Asteraceae,"","",,Achillea,"",nobilis,"",species,Valid,Sp. Pl. : 899 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 899 1753  to Sp. Pl. : 899 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-48678 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/gcc-48678,The Asteraceaae TEN,A,gcc-48678,"",TRUE,Synonym,wfo-0000047923,Achillea nobilis var. nobilis,smallest ID
Achillea ptarmica,L.,nyseryllik,C3,Etablert per år 1800,NR,Achillea ptarmica L.,Achillea ptarmica L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,36,1,wfo-0000033807,urn:lsid:ipni.org:names:2336-2,GCC-991805AE-E8DB-4851-87D0-E3CE4469B956,Achillea ptarmica,species,wfo-4000000214,L.,Asteraceae,"","",,Achillea,"",ptarmica,"",species,Valid,Sp. Pl. : 898 (1753),Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 898 1753  to Sp. Pl. : 898 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-132682 >The Plant L",http://www.theplantlist.org/tpl1.1/record/gcc-132682,The Asteraceaae TEN,A,gcc-132682,"",TRUE,Synonym,wfo-0000017844,Achillea ptarmica f. ptarmica,""
Achillea tomentosa,L.,filtryllik,C2,Selvstendig reproduserende,LO,Achillea tomentosa L.,Achillea tomentosa L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,37,5,wfo-0000138519,urn:lsid:ipni.org:names:174326-1,GCC-EE608BEF-F31A-4583-B2BC-97BF2C261EEB,Achillea tomentosa,species,wfo-4000000214,L.,Asteraceae,"","",,Achillea,"",tomentosa,"",species,Valid,Sp. Pl. 2: 897,Accepted,"","",,"Source in seed data: gcc Update namepublishedIn from 897 1753  to Sp. Pl. 2: 897 , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-99161 >The Plant List v.1.1.</a>",http://www.theplantlist.org/tpl1.1/record/gcc-99161,The Asteraceaae TEN,A,gcc-99161,"",FALSE,"","","",Not a synonym
Aconitum ×cammarum,L.,prakthjelm,D1,Selvstendig reproduserende,PH,Aconitum ×cammarum L.,Aconitum ×cammarum L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,12,38,1,wfo-0000518253,urn:lsid:ipni.org:names:707931-1,752065,Aconitum variegatum,species,wfo-4000000341,L.,Ranunculaceae,"","",,Aconitum,"",variegatum,"",species,Valid,Sp. Pl. : 532 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 532 1753  to Sp. Pl. : 532 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2619691 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2619691,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2619691,"",TRUE,Synonym,wfo-0000517032,Aconitum cammarum var. gracile,""
Aconitum lasiostomum,Rchb. ex Besser,gul tyrihjelm,C0,Dørstokkart,LO,Aconitum lasiostomum Rchb. ex Besser,Aconitum lasiostomum Rchb. ex Besser,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,16,39,2,wfo-0000517525,urn:lsid:ipni.org:names:707517-1,751336,Aconitum lasiostomum,species,wfo-4000000341,Rchb.,Ranunculaceae,"","",,Aconitum,"",lasiostomum,"",species,Valid,Enum. Pl. Volh. : 69 (1821),Accepted,"","",,"Source in seed data: cmp Updated scientificnameAuthorship from Rchb. ex Besser to Rchb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2618961 >The Plant List v.",http://www.theplantlist.org/tpl1.1/record/kew-2618961,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2618961,"",FALSE,"","","",Not a synonym
Aconitum napellus,L.,storhjelm,E,Selvstendig reproduserende,HI,Aconitum napellus L.,Aconitum napellus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,40,3,wfo-0000517141,urn:lsid:ipni.org:names:77062910-1,750971,Aconitum × czarnohorense,species,wfo-4000000341,(Zapał.) Mitka,Ranunculaceae,"","",,Aconitum,"",czarnohorense,"",species,Valid,Gen. Aconitum Poland : 77 (2003),Accepted,"",wfo-0000517704,,"Source in seed data: cmp Updated scientificnameAuthorship from (Zapal.) Mitka to (Zapał.) Mitka, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2618595 >The Plan",http://www.theplantlist.org/tpl1.1/record/kew-2618595,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2618595,×,TRUE,Synonym,wfo-0000517694,Aconitum napellus f. amoenum,smallest ID
Acorus calamus,L.,kalmusrot,C3,Etablert per år 1800,NR,Acorus calamus L.,Acorus calamus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,41,1,wfo-0000351267,urn:lsid:ipni.org:names:77167492-1,2309,Acorus calamus  var. calamus,variety,wfo-0000350733,"",Acoraceae,"","",,Acorus,"",calamus,calamus,variety,Valid,Unknown,Accepted,"","",,"Source in seed data: wcs Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/77167492-1,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More detail",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77167492-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2309,"",TRUE,Synonym,wfo-0000351485,Acorus calamus var. verus,""
Acridotheres tristis,"",hyrdestær,A,Dørstokkart,NK,Acridotheres tristis,Acridotheres tristis ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,42,1,"",,,Acridotheres tristis,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Acrotona parens,"(Mulsant & Rey, 1852)","",D2,Selvstendig reproduserende,LO,Acrotona parens,"Acrotona parens (Mulsant & Rey, 1852)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,16,43,1,wfo-0001423792,urn:lsid:ipni.org:names:77184198-1,1228652-az,Morisonia pittieri,species,wfo-4000024856,(Standl.) Christenh. & Byng,Capparaceae,"","",,Morisonia,"",pittieri,"",species,Valid,Global Fl. 0.265277778. 2018,Accepted,"","",,"Source in seed data: wcvp Updated namepublishedIn from Global Fl. 4: 142 (2018) to Global Fl. 4: 142. 2018 [9 Feb 2018] [epublished], information provided by Alan E. on email Oct. 12 2020",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77184198-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",TRUE,Synonym,wfo-0000584613,Capparis crotonantha,""
Acrotona pseudotenera,"(Cameron, 1933)","",D2,Selvstendig reproduserende,LO,Acrotona pseudotenera,"Acrotona pseudotenera (Cameron, 1933)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,44,1,wfo-0000518766,urn:lsid:ipni.org:names:837272-1,752598,Acronema pseudotenera,species,wfo-4000000428,P.K.Mukh.,Apiaceae,"","",,Acronema,"",pseudotenera,"",species,Valid,Ombell. Contrib. Pluridisc. Syst. 2: 52 (1977 publ. 1978),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from in A. M. Cauwet-Marc & J. Carbonnier, Les Ombelliferes Contrib. Pluridisc. Syst. (2e Sympos. Int.) 52. 1978 [1977 publ. 1978]  to Ombell. Contrib. Pluridisc. Syst. 2: 52 (1977 publ. 1978), information ",http://www.theplantlist.org/tpl1.1/record/kew-2620226,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2620226,"",FALSE,"","","",""
Acrotrichis cognata,"(Matthews, 1877)","",E,Selvstendig reproduserende,PH,Acrotrichis cognata,"Acrotrichis cognata (Matthews, 1877)",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,10,45,1,wfo-4000000449,urn:lsid:ipni.org:names:925296-1,40037229,Acrorchis,genus,wfo-7000000429,Dressler,Orchidaceae,"","",,Acrorchis,"","","",genus,Valid,"Orquidea (Mexico City) , n.s., 12: 14 (1990)",Accepted,"","",,"Source in seed data: wcvp Update namepublishedIn from Orquídea (Mexico City), n.s. 12: 14. 1990.  to Orquidea (Mexico City) , n.s., 12: 14 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.th",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:925296-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","","",smallest ID
Acrotrichis henrici,"(Matthews, 1872)","",E,Selvstendig reproduserende,LO,Acrotrichis henrici,"Acrotrichis henrici (Matthews, 1872)",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,10,46,1,wfo-4000000449,urn:lsid:ipni.org:names:925296-1,40037229,Acrorchis,genus,wfo-7000000429,Dressler,Orchidaceae,"","",,Acrorchis,"","","",genus,Valid,"Orquidea (Mexico City) , n.s., 12: 14 (1990)",Accepted,"","",,"Source in seed data: wcvp Update namepublishedIn from Orquídea (Mexico City), n.s. 12: 14. 1990.  to Orquidea (Mexico City) , n.s., 12: 14 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.th",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:925296-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","","",smallest ID
Acrotrichis insularis,"(Mäklin, 1852)","",E,Selvstendig reproduserende,PH,Acrotrichis insularis,"Acrotrichis insularis (Mäklin, 1852)",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,12,47,1,wfo-4000000449,urn:lsid:ipni.org:names:925296-1,40037229,Acrorchis,genus,wfo-7000000429,Dressler,Orchidaceae,"","",,Acrorchis,"","","",genus,Valid,"Orquidea (Mexico City) , n.s., 12: 14 (1990)",Accepted,"","",,"Source in seed data: wcvp Update namepublishedIn from Orquídea (Mexico City), n.s. 12: 14. 1990.  to Orquidea (Mexico City) , n.s., 12: 14 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.th",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:925296-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","","",smallest ID
Acrotrichis sanctaehelenae,"Johnson, 1972","",C2,Selvstendig reproduserende,PH,Acrotrichis,"Acrotrichis sanctaehelenae Johnson, 1972",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,FALSE,FALSE,2,48,1,wfo-4000000449,urn:lsid:ipni.org:names:925296-1,40037229,Acrorchis,genus,wfo-7000000429,Dressler,Orchidaceae,"","",,Acrorchis,"","","",genus,Valid,"Orquidea (Mexico City) , n.s., 12: 14 (1990)",Accepted,"","",,"Source in seed data: wcvp Update namepublishedIn from Orquídea (Mexico City), n.s. 12: 14. 1990.  to Orquidea (Mexico City) , n.s., 12: 14 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.th",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:925296-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","","",smallest ID
Actaea rubra,(Aiton) Willd.,amerikatrollbær,B2,Dørstokkart,LO,Actaea rubra,Actaea rubra (Aiton) Willd.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,49,1,wfo-0000519118,urn:lsid:ipni.org:names:1082557-2,752942,Actaea rubra,species,wfo-4000000488,(Aiton) Willd.,Ranunculaceae,"","",,Actaea,"",rubra,"",species,Valid,Enum. Pl. : 561 (1809),Accepted,"",wfo-0000519137,,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. 561 1809  to Enum. Pl. : 561 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2620570 >The Pl",http://www.theplantlist.org/tpl1.1/record/kew-2620570,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2620570,"",FALSE,"","","",""
Acyrthosiphon (Acyrthosiphon) caraganae,"(Cholodkovsky, 1908)","",D2,Selvstendig reproduserende,LO,Acyrthosiphon,"Acyrthosiphon (Acyrthosiphon) caraganae (Cholodkovsky, 1908)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,50,1,"",,,Acyrthosiphon,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Adistemia watsoni,"(Wollaston, 1871)","",C2,Selvstendig reproduserende,LO,Adistemia watsoni,"Adistemia watsoni (Wollaston, 1871)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,51,1,"",,,Adistemia watsoni,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Aedes (Stegomyia) albopictus,"(Skuse, 1894)","",A,Dørstokkart,HI,Aedes,"Aedes (Stegomyia) albopictus (Skuse, 1894)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,739,FALSE,FALSE,,52,1,"",,,Aedes,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Aedes aegypti,"(Linnaeus, 1762)","",A,Dørstokkart,NK,Aedes aegypti,"Aedes aegypti (Linnaeus, 1762)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,5,53,1,wfo-0000727313,urn:lsid:ipni.org:names:433159-1,984416,Hypericum aegypticum,species,wfo-4000018759,L.,Hypericaceae,"","",,Hypericum,"",aegypticum,"",species,Valid,Sp. Pl. : 784 (1753),Accepted,"","",,"Source in seed data: ksu Update namepublishedIn from Sp. Pl. 784 1753  to Sp. Pl. : 784 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2857674 >The Plant ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:433159-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2857674,"",TRUE,Synonym,wfo-0000666510,Elodes aegyptica,""
Aedes atropalpus,"(Coquillett, 1902)","",A,Dørstokkart,LO,Aedes atropalpus,"Aedes atropalpus (Coquillett, 1902)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,10,54,1,wfo-4000000738,urn:lsid:ipni.org:names:7486-1,"",Aedesia,genus,wfo-7000000146,O.Hoffm.,Asteraceae,"","",,Aedesia,"","","",genus,Valid,Nat. Pflanzenfam. Nachtr. [Engler & Prantl] 1: 321. 1897 ; et in Engl. Jahrb. xxiv. (1898) 468,Accepted,"","",,"Source in seed data: TPL1.1 Updated namepublishedin from Unknown I. 321 (1897); et in Engl. Ja  to Nat. Pflanzenfam. Nachtr. [Engler & Prantl] 1: 321. 1897 ; et in Engl. Jahrb. xxiv. (1898) 468, information provided by Alan E. on email Jun. 07 2021 More ","",The Asteraceaae TEN,A,"","",FALSE,"","","",""
Aedes japonicus,"(Theobald, 1901)","",A,Dørstokkart,LO,Aedes japonicus,"Aedes japonicus (Theobald, 1901)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,22,55,1,wfo-0001048560,urn:lsid:ipni.org:names:77250417-1,12304653,Vaccinium japonicum  var. sinicum,variety,wfo-0001048558,(Nakai) Rehder,Ericaceae,Vaccinioideae,"",,Vaccinium,"",japonicum,sinicum,variety,Valid,J. Arnold Arbor. 5: 56. 1924 (1924),Accepted,"",wfo-0001048335,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-12304653 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-12304653 >The Plant List v.1.0</a>,https://padme.rbge.org.uk/wfo/wfo-0001048560,The Ericaceae Taxonomic Expert Network,A,tro-12304653,"",TRUE,Synonym,wfo-0001048335,Oxycoccoides japonicus var. sinicus,""
Aedes koreicus,"(Edwards, 1917)","",A,Dørstokkart,NK,Aedes koreicus,"Aedes koreicus (Edwards, 1917)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,8,56,1,wfo-4000000738,urn:lsid:ipni.org:names:7486-1,"",Aedesia,genus,wfo-7000000146,O.Hoffm.,Asteraceae,"","",,Aedesia,"","","",genus,Valid,Nat. Pflanzenfam. Nachtr. [Engler & Prantl] 1: 321. 1897 ; et in Engl. Jahrb. xxiv. (1898) 468,Accepted,"","",,"Source in seed data: TPL1.1 Updated namepublishedin from Unknown I. 321 (1897); et in Engl. Ja  to Nat. Pflanzenfam. Nachtr. [Engler & Prantl] 1: 321. 1897 ; et in Engl. Jahrb. xxiv. (1898) 468, information provided by Alan E. on email Jun. 07 2021 More ","",The Asteraceaae TEN,A,"","",FALSE,"","","",""
Aedes triceriatus,"(Say, 1823)","",A,Dørstokkart,NK,Aedes triceriatus,"Aedes triceriatus (Say, 1823)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,10,57,1,wfo-4000000738,urn:lsid:ipni.org:names:7486-1,"",Aedesia,genus,wfo-7000000146,O.Hoffm.,Asteraceae,"","",,Aedesia,"","","",genus,Valid,Nat. Pflanzenfam. Nachtr. [Engler & Prantl] 1: 321. 1897 ; et in Engl. Jahrb. xxiv. (1898) 468,Accepted,"","",,"Source in seed data: TPL1.1 Updated namepublishedin from Unknown I. 321 (1897); et in Engl. Ja  to Nat. Pflanzenfam. Nachtr. [Engler & Prantl] 1: 321. 1897 ; et in Engl. Jahrb. xxiv. (1898) 468, information provided by Alan E. on email Jun. 07 2021 More ","",The Asteraceaae TEN,A,"","",FALSE,"","","",""
Aegagropila linnaei,Kützing,"","",Ikke fremmed,NR,Aegagropila linnaei Kützing,Aegagropila linnaei Kützing,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,TRUE,21,58,1,wfo-0000213430,urn:lsid:ipni.org:names:506202-1,8497,Medicago granadensis,species,wfo-4000023435,Willd.,Fabaceae,"","",,Medicago,"",granadensis,"",species,Valid,Enum. Pl.: 803 (1809),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from  to Enum. Pl. : 803 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8497 >The Plant List v.1.1.</a> ",https://www.legumedata.org/taxonomy/taxon/368274,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-8497,"",TRUE,Synonym,wfo-0000374341,Medicago aegagropila,""
Aegopodium podagraria,L.,skvallerkål,C3,Etablert per år 1800,NR,Aegopodium podagraria L.,Aegopodium podagraria L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,59,1,wfo-0000521573,urn:lsid:ipni.org:names:837329-1,755855,Aegopodium podagraria,species,wfo-4000000766,L.,Apiaceae,"","",,Aegopodium,"",podagraria,"",species,Valid,Sp. Pl. 1: 265. 1753 [1 May 1753],Accepted,"","",,"Source in seed data: cmp Updated namepublishedIn from Sp. Pl. 265 1753  to Sp. Pl. 1: 265. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623",http://www.theplantlist.org/tpl1.1/record/kew-2623499,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2623499,"",FALSE,"","","",""
